color_code,unique_id,black_box,red_circle,green_triangle,blue_pentagon
8002_12B,gaussian_blur_41,"(170, 142, 136)","(118, 18, 29)","(20, 67, 44)","(1, 19, 87)"
2003_6B,shadow_9,"(115, 101, 99)","(90, 30, 37)","(27, 74, 61)","(1, 21, 75)"
6004_1A,gamma_21,"(200, 201, 187)","(146, 34, 30)","(13, 58, 29)","(4, 20, 72)"
8002_9c,noise_16,"(240, 187, 171)","(238, 130, 124)","(163, 194, 171)","(140, 153, 197)"
2002_6a,hue_38,"(140, 107, 90)","(156, 86, 75)","(60, 89, 92)","(73, 70, 124)"
6004_1A,noise_43,"(184, 181, 169)","(173, 53, 49)","(17, 97, 54)","(3, 14, 102)"
2002_6B,clahe_33,"(196, 145, 130)","(148, 43, 51)","(49, 95, 78)","(20, 41, 94)"
2002_6B,motion_blur_40,"(153, 106, 106)","(121, 16, 28)","(21, 71, 46)","(1, 18, 91)"
6004_1A,motion_blur_40,"(176, 173, 159)","(148, 45, 41)","(12, 60, 35)","(1, 7, 57)"
2002_6a,shadow_27,"(71, 57, 56)","(50, 23, 24)","(52, 61, 60)","(20, 23, 37)"
2003_6C,shadow_36,"(111, 102, 95)","(61, 20, 23)","(16, 34, 26)","(6, 12, 35)"
2001_6B,rotate_44,"(171, 134, 142)","(121, 19, 31)","(17, 66, 38)","(2, 21, 90)"
2002_6B,motion_blur_31,"(170, 121, 107)","(150, 44, 53)","(42, 86, 70)","(22, 43, 96)"
2002_6a,shadow_45,"(77, 62, 60)","(89, 59, 62)","(52, 63, 61)","(27, 31, 46)"
4005_7A,gaussian_blur_14,"(199, 202, 201)","(128, 22, 18)","(20, 72, 37)","(3, 24, 84)"
1004_4C,gaussian_blur_14,"(223, 206, 215)","(191, 90, 111)","(83, 137, 121)","(62, 83, 147)"
2002_6C,shadow_18,"(108, 90, 76)","(69, 19, 15)","(41, 62, 49)","(31, 37, 59)"
8002_10A,noise_43,"(222, 206, 203)","(192, 76, 105)","(56, 138, 118)","(54, 81, 163)"
2002_6C,hue_65,"(196, 143, 158)","(129, 20, 92)","(2, 74, 85)",
7003_10,gaussian_blur_32,"(172, 155, 121)","(127, 22, 26)","(12, 52, 39)","(6, 19, 54)"
8002_9c,clahe_15,"(229, 173, 154)","(190, 80, 62)","(139, 172, 148)","(101, 113, 159)"
1006_6a,gaussian_blur_23,"(148, 122, 132)","(158, 78, 82)","(61, 96, 85)","(69, 81, 126)"
2002_4B,rotate_17,"(223, 172, 142)","(208, 60, 50)","(53, 115, 80)","(34, 54, 118)"
2001_5c,hue_2,"(158, 100, 126)","(133, 62, 109)","(76, 120, 141)","(76, 120, 141)"
7001_21,clahe_15,"(205, 201, 194)","(135, 30, 33)","(27, 77, 45)","(13, 30, 93)"
7001_21,noise_25,"(218, 215, 206)","(185, 52, 45)","(32, 114, 62)","(8, 38, 133)"
1008_4B,clahe_33,"(216, 173, 185)","(180, 87, 106)","(87, 124, 107)","(61, 74, 114)"
P370_hue,2,"(184, 178, 82)","(153, 0, 82)","(1, 75, 91)",
2003_6C,hue_38,"(182, 174, 169)","(126, 53, 28)","(30, 78, 71)","(20, 7, 99)"
7003_10,clahe_6,"(198, 192, 175)","(150, 52, 52)","(49, 91, 71)","(44, 59, 118)"
1008_6C,hue_29,"(236, 220, 224)","(204, 101, 131)","(75, 133, 114)","(64, 89, 148)"
2003_6C,shadow_72,"(104, 95, 88)","(76, 39, 39)","(39, 57, 48)","(32, 40, 61)"
8002_9B,gamma_48,"(204, 175, 161)","(145, 32, 34)","(22, 89, 54)","(6, 43, 113)"
2001_4B,shadow_27,"(98, 87, 83)","(44, 10, 9)","(7, 22, 15)","(5, 10, 28)"
2003_6B,gaussian_blur_59,"(197, 146, 103)","(143, 25, 25)","(17, 72, 36)","(14, 33, 89)"
2002_6C,hue_38,"(156, 128, 131)","(109, 17, 31)","(16, 56, 35)","(2, 19, 75)"
4005_7A,shadow_36,"(91, 90, 86)","(76, 40, 41)","(35, 50, 46)","(0, 6, 18)"
8002_10A,shadow_9,"(109, 101, 100)","(74, 39, 48)","(13, 27, 24)","(6, 8, 21)"
2011_4,rotate_8,"(153, 73, 49)","(193, 66, 56)","(58, 106, 66)","(52, 67, 124)"
7003_10,gaussian_blur_5,"(200, 194, 178)","(162, 61, 65)","(54, 97, 78)","(50, 66, 126)"
8002_9c,clahe_6,"(201, 139, 121)","(186, 61, 34)","(8, 65, 34)","(24, 46, 112)"
8002_12B,noise_25,"(203, 174, 148)","(150, 35, 36)","(23, 91, 62)","(12, 34, 108)"
2003_6C,shadow_54,"(118, 105, 96)","(86, 33, 36)","(31, 58, 43)","(27, 40, 69)"
1004_4b,rotate_35,"(191, 170, 185)","(170, 92, 98)","(67, 103, 93)","(72, 85, 127)"
8002_9c,noise_25,"(244, 196, 181)","(241, 135, 131)","(125, 176, 145)","(111, 130, 186)"
2002_4B,shadow_36,"(100, 86, 85)","(48, 16, 19)","(12, 27, 22)","(5, 12, 31)"
2001_5c,clahe_33,"(167, 120, 122)","(130, 57, 65)","(44, 75, 74)","(72, 85, 136)"
P440_gamma,3,"(133, 179, 168)","(160, 23, 21)","(27, 69, 36)","(10, 24, 69)"
1011_rotate,8,"(133, 21, 20)","(188, 35, 32)","(32, 88, 53)","(16, 37, 101)"
1007_5C,gamma_3,"(182, 124, 120)","(172, 24, 39)","(8, 102, 51)","(30, 47, 95)"
2002_4B,hue_38,"(185, 136, 132)","(137, 49, 13)","(15, 80, 73)","(21, 0, 104)"
2003_6C,shadow_45,"(93, 86, 86)","(42, 7, 11)","(8, 25, 16)","(1, 8, 33)"
8002_12B,motion_blur_31,"(191, 159, 139)","(144, 42, 52)","(34, 77, 61)","(11, 28, 77)"
1006_6a,shadow_27,"(72, 59, 65)","(103, 63, 65)","(40, 58, 53)","(33, 39, 61)"
2001_6B,rotate_8,"(187, 165, 177)","(168, 41, 52)","(25, 111, 79)","(5, 43, 140)"
8002_2B,rotate_26,"(220, 199, 214)","(194, 93, 113)","(71, 124, 107)","(52, 72, 125)"
2001_5c,brightness_10,"(225, 166, 160)","(205, 122, 132)","(120, 152, 148)","(139, 148, 193)"
8002_9B,shadow_63,"(118, 102, 94)","(87, 39, 39)","(36, 59, 44)","(33, 41, 64)"
8002_12C,rotate_44,"(155, 111, 97)","(124, 17, 26)","(17, 67, 38)","(2, 19, 89)"
2002_7c,clahe_6,"(181, 131, 129)","(171, 110, 110)","(70, 97, 92)","(74, 87, 123)"
8002_12C,clahe_6,"(214, 161, 120)","(200, 50, 40)","(37, 107, 48)","(34, 60, 132)"
2001_6C,noise_43,"(214, 183, 186)","(162, 41, 72)","(41, 101, 90)","(50, 68, 150)"
2003_6C,motion_blur_13,"(223, 192, 148)","(208, 58, 45)","(45, 110, 75)","(31, 51, 115)"
1006_6C,motion_blur_31,"(217, 207, 208)","(181, 70, 95)","(65, 121, 108)","(53, 76, 142)"
8002_7c,clahe_33,"(167, 134, 130)","(164, 98, 96)","(70, 97, 88)","(57, 69, 103)"
1002_4B,hue_29,"(229, 205, 237)","(212, 70, 167)","(52, 144, 172)",
1006_6C,motion_blur_40,"(155, 140, 145)","(185, 70, 99)","(24, 67, 63)","(23, 38, 91)"
8002_2c,noise_25,"(180, 156, 182)","(167, 85, 99)","(124, 139, 140)","(119, 121, 158)"
2003_6C,gamma_12,"(218, 184, 138)","(202, 47, 35)","(33, 97, 61)","(22, 40, 103)"
8002_2c,shadow_27,"(77, 65, 77)","(67, 34, 39)","(49, 57, 56)","(47, 48, 64)"
1006_6B,rotate_17,"(215, 190, 190)","(214, 96, 115)","(67, 121, 107)","(42, 56, 108)"
8002_12C,noise_61,"(192, 146, 112)","(180, 32, 30)","(26, 118, 64)","(9, 44, 140)"
1004_3C,noise_7,"(193, 136, 146)","(205, 23, 37)","(14, 129, 61)","(33, 53, 112)"
8002_9B,motion_blur_22,"(193, 166, 153)","(125, 25, 26)","(13, 64, 42)","(4, 23, 80)"
1001_4B,clahe_15,"(192, 175, 197)","(137, 29, 25)","(26, 80, 47)","(13, 33, 100)"
4005_7A,motion_blur_22,"(196, 201, 195)","(150, 39, 35)","(21, 66, 36)","(4, 22, 74)"
6004_1A,shadow_18,"(88, 87, 82)","(60, 11, 8)","(15, 38, 22)","(23, 32, 60)"
2003_6C,clahe_15,"(213, 182, 138)","(207, 57, 41)","(43, 109, 73)","(33, 53, 118)"
1006_6a,noise_34,"(182, 158, 171)","(179, 116, 124)","(95, 141, 132)","(103, 116, 166)"
1002_4B,noise_43,"(215, 204, 214)","(149, 49, 80)","(37, 96, 91)","(49, 74, 152)"
2003_6B,gamma_48,"(185, 142, 111)","(142, 30, 35)","(20, 86, 53)","(7, 42, 113)"
2003_6C,brightness_28,"(165, 142, 128)","(112, 16, 24)","(7, 49, 31)","(0, 0, 50)"
2002_6a,hue_29,"(131, 99, 90)","(148, 76, 76)","(50, 69, 75)","(56, 58, 107)"
7001_21,gaussian_blur_14,"(205, 201, 193)","(126, 22, 17)","(14, 66, 33)","(2, 22, 83)"
2011_4,gaussian_blur_5,"(153, 74, 49)","(193, 66, 57)","(57, 104, 63)","(52, 67, 124)"
8002_2B,gaussian_blur_5,"(221, 210, 252)","(221, 159, 201)","(120, 187, 190)","(75, 117, 250)"
1006_6B,brightness_28,"(241, 219, 229)","(219, 96, 123)","(82, 147, 129)","(81, 105, 175)"
2011_4,motion_blur_13,"(125, 58, 44)","(149, 31, 28)","(24, 79, 43)","(3, 27, 96)"
1008_6a,gaussian_blur_23,"(155, 119, 120)","(173, 109, 107)","(65, 92, 82)","(54, 62, 100)"
2003_6C,brightness_46,"(162, 133, 111)","(94, 0, 0)","(0, 31, 1)","(0, 0, 56)"
2001_5c,hue_29,"(157, 133, 115)","(171, 119, 97)","(75, 92, 107)","(104, 88, 151)"
2002_6B,gamma_48,"(176, 129, 106)","(142, 31, 31)","(22, 84, 50)","(10, 42, 110)"
2003_6C,noise_16,"(227, 201, 163)","(216, 89, 76)","(58, 146, 98)","(41, 70, 156)"
1006_6a,rotate_17,"(169, 139, 151)","(177, 105, 108)","(111, 135, 122)","(98, 106, 142)"
2002_6C,clahe_6,"(186, 167, 172)","(185, 50, 66)","(16, 108, 73)","(9, 45, 149)"
8007_3E,noise_34,"(168, 164, 153)","(141, 26, 30)","(18, 75, 57)","(8, 28, 78)"
2002_4B,motion_blur_4,"(182, 169, 200)","(180, 47, 61)","(17, 120, 95)","(3, 49, 163)"
2001_4B,motion_blur_13,"(226, 183, 159)","(212, 59, 51)","(56, 122, 86)","(38, 60, 131)"
2001_6B,shadow_36,"(69, 54, 53)","(49, 17, 20)","(41, 57, 51)","(37, 43, 62)"
2002_6C,gamma_3,"(188, 167, 173)","(169, 37, 49)","(20, 109, 74)","(5, 42, 145)"
8002_9B,clahe_42,"(187, 159, 166)","(124, 25, 39)","(33, 81, 55)","(8, 25, 94)"
8002_9B,gaussian_blur_50,"(195, 163, 147)","(130, 21, 23)","(15, 72, 40)","(3, 30, 96)"
8002_12C,rotate_62,"(183, 131, 91)","(145, 24, 23)","(17, 77, 41)","(6, 30, 94)"
2001_4B,rotate_8,"(185, 173, 196)","(175, 42, 56)","(20, 115, 81)","(4, 47, 155)"
8002_12C,clahe_33,"(198, 153, 132)","(141, 41, 51)","(41, 85, 69)","(14, 30, 82)"
8002_12C,brightness_10,"(218, 149, 83)","(213, 42, 27)","(33, 106, 61)","(14, 33, 103)"
7001_19,gamma_3,"(203, 199, 188)","(163, 56, 51)","(47, 93, 62)","(43, 62, 120)"
2011_4,brightness_1,"(113, 34, 9)","(153, 26, 16)","(16, 64, 23)","(12, 27, 84)"
2003_6B,shadow_72,"(101, 82, 70)","(65, 21, 22)","(37, 56, 46)","(31, 39, 64)"
8002_9c,shadow_18,"(114, 89, 82)","(102, 52, 49)","(67, 82, 72)","(57, 63, 84)"
8002_9c,motion_blur_4,"(221, 158, 141)","(228, 96, 91)","(17, 97, 67)","(28, 51, 119)"
2002_4B,gaussian_blur_59,"(202, 158, 140)","(138, 27, 26)","(17, 69, 34)","(8, 28, 81)"
2002_6C,clahe_69,"(204, 168, 149)","(129, 21, 26)","(19, 70, 42)","(2, 21, 83)"
6004_1A,motion_blur_22,"(203, 204, 190)","(151, 38, 34)","(17, 63, 34)","(4, 22, 75)"
2011_4,noise_25,"(132, 50, 27)","(185, 52, 46)","(32, 95, 53)","(13, 37, 111)"
8007_3E,hue_29,"(179, 164, 156)","(139, 21, 72)","(13, 68, 28)","(4, 51, 72)"
2002_6B,rotate_53,"(169, 118, 95)","(133, 24, 24)","(17, 74, 41)","(7, 34, 99)"
8007_3E,clahe_42,"(163, 161, 149)","(142, 54, 47)","(38, 70, 46)","(28, 37, 79)"
2002_6a,rotate_17,"(168, 116, 115)","(168, 87, 101)","(80, 108, 108)","(88, 94, 143)"
P480_noise,7,"(25, 83, 133)","(215, 41, 31)","(47, 117, 64)","(29, 55, 132)"
1006_6a,shadow_45,"(97, 86, 92)","(67, 37, 40)","(43, 58, 55)","(59, 64, 82)"
2001_6B,gaussian_blur_14,"(226, 172, 135)","(213, 59, 46)","(51, 115, 75)","(37, 55, 117)"
2002_6a,noise_7,"(203, 153, 144)","(198, 117, 125)","(109, 149, 139)","(126, 136, 179)"
8002_9B,noise_16,"(228, 189, 155)","(213, 66, 55)","(50, 119, 80)","(36, 56, 126)"
2001_6C,rotate_26,"(223, 195, 194)","(188, 79, 102)","(65, 119, 102)","(52, 71, 128)"
2001_6B,brightness_28,"(206, 168, 163)","(158, 68, 77)","(50, 91, 76)","(38, 56, 106)"
1008_6a,shadow_9,"(106, 86, 87)","(110, 75, 75)","(55, 70, 67)","(55, 60, 82)"
1004_4C,brightness_10,"(167, 152, 160)","(138, 43, 63)","(35, 86, 71)","(17, 37, 95)"
2001_4B,hue_56,"(222, 187, 165)","(156, 45, 27)","(20, 88, 53)","(8, 20, 102)"
2002_3c,noise_16,"(182, 134, 132)","(188, 128, 129)","(90, 119, 114)","(82, 96, 135)"
1008_6a,gamma_12,"(152, 116, 119)","(170, 103, 102)","(62, 88, 80)","(50, 58, 98)"
1008_4B,clahe_6,"(213, 182, 227)","(197, 136, 179)","(57, 142, 132)","(33, 76, 224)"
8002_2B,rotate_44,"(171, 151, 148)","(146, 42, 43)","(25, 59, 38)","(23, 29, 53)"
1006_6B,gamma_30,"(212, 187, 197)","(187, 64, 89)","(53, 114, 97)","(51, 74, 142)"
1004_4C,rotate_26,"(166, 149, 159)","(97, 28, 51)","(29, 65, 62)","(41, 60, 127)"
2001_4B,gaussian_blur_50,"(191, 153, 146)","(129, 23, 24)","(16, 73, 41)","(5, 32, 98)"
8002_2c,brightness_37,"(162, 144, 171)","(182, 90, 105)","(63, 102, 102)","(65, 81, 136)"
2002_4B,rotate_35,"(183, 145, 144)","(136, 44, 53)","(42, 79, 68)","(16, 33, 85)"
2001_6C,brightness_37,"(216, 186, 189)","(145, 72, 92)","(65, 93, 88)","(77, 88, 137)"
1006_6a,clahe_42,"(164, 140, 154)","(92, 70, 73)","(53, 90, 82)","(61, 74, 116)"
1008_4B,clahe_15,"(205, 153, 166)","(196, 81, 100)","(35, 85, 68)","(39, 45, 87)"
8007_3E,clahe_15,"(197, 201, 202)","(135, 27, 27)","(30, 81, 49)","(22, 43, 111)"
1007_5C,noise_7,"(175, 116, 112)","(174, 18, 31)","(7, 103, 46)","(25, 41, 93)"
1001_4B,motion_blur_22,"(171, 155, 168)","(145, 37, 31)","(23, 71, 40)","(13, 30, 84)"
1006_6B,brightness_37,"(197, 170, 165)","(142, 26, 44)","(37, 99, 79)","(63, 85, 159)"
2003_6C,motion_blur_40,"(176, 155, 155)","(120, 21, 32)","(22, 71, 47)","(2, 22, 93)"
1008_4a,clahe_6,"(198, 152, 156)","(189, 112, 109)","(120, 144, 128)","(84, 95, 131)"
2002_6C,motion_blur_13,"(220, 171, 129)","(206, 58, 45)","(52, 114, 75)","(37, 57, 119)"
8002_9c,shadow_54,"(110, 92, 92)","(90, 58, 62)","(56, 69, 71)","(56, 61, 81)"
1006_6a,hue_11,"(180, 136, 142)","(188, 118, 99)","(110, 146, 137)","(101, 95, 153)"
8002_12C,hue_65,"(172, 162, 98)","(128, 69, 21)","(10, 59, 55)","(21, 3, 81)"
2001_6B,hue_65,"(193, 173, 149)","(132, 63, 29)","(24, 75, 65)","(13, 6, 97)"
8002_2B,noise_7,"(225, 215, 252)","(225, 169, 207)","(135, 193, 195)","(95, 132, 247)"
2002_6a,motion_blur_13,"(168, 116, 115)","(168, 88, 101)","(80, 108, 108)","(88, 94, 144)"
2001_6C,shadow_18,"(116, 104, 104)","(116, 82, 90)","(65, 84, 77)","(45, 51, 72)"
2003_6B,rotate_71,"(184, 136, 103)","(134, 21, 23)","(15, 66, 39)","(1, 22, 86)"
1004_4C,gaussian_blur_23,"(166, 150, 159)","(97, 28, 51)","(28, 64, 61)","(41, 60, 127)"
8002_9B,gamma_30,"(175, 145, 141)","(129, 38, 45)","(32, 71, 56)","(13, 29, 76)"
7002_17,motion_blur_40,"(186, 172, 147)","(147, 47, 45)","(16, 51, 28)","(0, 9, 50)"
1004_4C,gaussian_blur_32,"(189, 174, 182)","(203, 75, 94)","(45, 111, 92)","(37, 56, 110)"
1006_6B,clahe_24,"(177, 157, 169)","(121, 43, 70)","(29, 58, 56)","(25, 29, 62)"
1006_6B,clahe_15,"(187, 163, 162)","(199, 83, 99)","(47, 101, 86)","(46, 59, 112)"
8002_9A,noise_7,"(171, 157, 163)","(212, 113, 141)","(90, 137, 130)","(57, 76, 135)"
6004_1A,brightness_1,"(234, 235, 227)","(184, 66, 63)","(57, 105, 73)","(52, 70, 130)"
1006_6a,brightness_28,"(213, 181, 197)","(208, 121, 131)","(102, 147, 138)","(110, 126, 183)"
8002_12C,gaussian_blur_59,"(184, 132, 92)","(145, 25, 23)","(17, 77, 41)","(6, 30, 94)"
1001_4B,rotate_35,"(155, 135, 136)","(129, 24, 28)","(8, 54, 41)","(5, 20, 58)"
1003_3C,hue_2,"(182, 110, 143)","(175, 8, 25)","(3, 93, 38)","(15, 34, 84)"
8002_9B,noise_52,"(201, 172, 158)","(161, 28, 30)","(21, 108, 60)","(5, 44, 137)"
8002_12C,gamma_12,"(209, 143, 86)","(203, 50, 38)","(46, 106, 68)","(28, 43, 103)"
1008_4a,brightness_37,"(147, 102, 107)","(164, 93, 90)","(76, 100, 86)","(33, 38, 72)"
2003_6C,noise_25,"(197, 180, 164)","(148, 35, 37)","(21, 93, 66)","(7, 33, 113)"
2001_4B,gaussian_blur_14,"(226, 183, 159)","(212, 59, 51)","(54, 122, 85)","(38, 60, 131)"
1008_4a,shadow_27,"(86, 74, 74)","(65, 50, 52)","(55, 63, 59)","(55, 58, 69)"
8002_12C,hue_56,"(172, 139, 88)","(134, 42, 23)","(15, 67, 44)","(6, 14, 84)"
4005_7A,gaussian_blur_32,"(169, 165, 154)","(126, 23, 27)","(8, 51, 39)","(4, 18, 55)"
1004_4b,hue_29,"(199, 191, 202)","(181, 108, 155)","(87, 127, 137)",
8002_12B,brightness_10,"(195, 157, 113)","(178, 45, 36)","(38, 96, 64)","(22, 41, 99)"
2003_6C,motion_blur_49,"(193, 165, 144)","(128, 16, 21)","(10, 67, 36)","(2, 29, 92)"
2001_5c,motion_blur_22,"(181, 124, 118)","(148, 70, 78)","(76, 109, 101)","(96, 106, 151)"
2002_7c,rotate_8,"(178, 129, 127)","(186, 123, 124)","(85, 112, 107)","(77, 90, 128)"
8002_2c,gamma_30,"(150, 131, 154)","(124, 55, 67)","(56, 90, 84)","(70, 81, 127)"
8002_9c,noise_52,"(187, 153, 153)","(157, 78, 89)","(83, 116, 119)","(77, 89, 139)"
2002_4B,motion_blur_13,"(223, 172, 142)","(208, 59, 50)","(51, 114, 79)","(35, 54, 118)"
2002_4B,hue_29,"(200, 174, 167)","(151, 66, 57)","(45, 89, 83)","(24, 27, 102)"
6004_1A,hue_11,"(194, 196, 191)","(134, 103, 25)","(18, 67, 66)","(40, 6, 85)"
8002_2c,hue_38,"(130, 126, 148)","(159, 82, 136)","(62, 106, 120)","(62, 106, 120)"
2003_6B,clahe_6,"(186, 158, 151)","(169, 39, 53)","(7, 111, 81)","(3, 41, 155)"
2002_6B,shadow_54,"(104, 81, 71)","(88, 38, 39)","(7, 34, 19)","(3, 16, 45)"
7001_21,hue_11,"(193, 164, 160)","(113, 2, 50)","(10, 53, 6)","(1, 49, 71)"
7003_10,rotate_26,"(202, 197, 159)","(150, 39, 32)","(27, 74, 42)","(4, 23, 79)"
7002_17,shadow_36,"(109, 99, 87)","(54, 10, 11)","(32, 50, 44)","(29, 35, 51)"
7002_10,gamma_12,"(222, 217, 195)","(146, 37, 32)","(28, 87, 52)","(6, 35, 106)"
8002_10A,rotate_8,"(202, 178, 180)","(203, 108, 132)","(35, 74, 67)","(18, 24, 58)"
7002_10,gaussian_blur_14,"(215, 209, 183)","(128, 24, 19)","(18, 69, 37)","(2, 22, 86)"
1006_6C,hue_11,"(218, 190, 193)","(189, 67, 93)","(63, 127, 108)","(52, 75, 139)"
2001_6C,shadow_27,"(99, 87, 86)","(84, 35, 46)","(28, 52, 46)","(23, 32, 58)"
2002_6C,hue_11,"(212, 222, 125)","(208, 158, 41)","(49, 114, 115)","(69, 35, 121)"
8002_9c,noise_7,"(223, 163, 146)","(230, 104, 99)","(20, 114, 78)","(32, 57, 133)"
8007_3E,gamma_30,"(163, 159, 148)","(125, 23, 26)","(13, 54, 41)","(6, 20, 55)"
2001_4B,gamma_57,"(195, 154, 140)","(125, 17, 16)","(10, 57, 26)","(3, 19, 70)"
1008_4B,noise_16,"(216, 168, 180)","(216, 109, 130)","(50, 112, 91)","(36, 44, 99)"
1001_4B,gamma_12,"(168, 152, 173)","(136, 27, 24)","(17, 71, 38)","(5, 26, 92)"
2002_6C,gamma_66,"(203, 171, 153)","(143, 29, 32)","(20, 81, 49)","(2, 31, 100)"
P350_noise,7,"(199, 200, 141)","(184, 39, 36)","(37, 97, 57)","(23, 45, 108)"
1006_6B,gamma_39,"(214, 190, 186)","(163, 54, 71)","(66, 123, 104)","(91, 110, 178)"
7002_17,brightness_37,"(160, 148, 127)","(126, 41, 38)","(14, 44, 25)","(2, 8, 45)"
4005_7A,hue_29,"(159, 154, 135)","(115, 20, 14)","(4, 40, 32)","(0, 8, 44)"
P480_clahe,6,"(44, 91, 136)","(187, 29, 8)","(27, 83, 40)","(37, 58, 124)"
1008_6a,gaussian_blur_5,"(166, 126, 129)","(175, 103, 104)","(62, 92, 85)","(60, 72, 117)"
1001_4B,hue_29,"(163, 150, 131)","(138, 92, 15)","(5, 40, 61)","(25, 1, 66)"
8002_1A,gamma_30,"(150, 138, 135)","(117, 30, 32)","(17, 39, 30)","(16, 17, 36)"
1008_4B,motion_blur_22,"(188, 134, 125)","(164, 48, 51)","(40, 69, 47)","(29, 30, 56)"
1008_4a,gamma_39,"(185, 136, 141)","(203, 127, 123)","(104, 130, 115)","(63, 68, 101)"
2002_6C,clahe_60,"(212, 172, 146)","(142, 27, 28)","(24, 77, 41)","(17, 36, 93)"
8007_3E,brightness_1,"(164, 165, 159)","(130, 28, 22)","(22, 61, 30)","(17, 29, 76)"
8002_9c,gamma_12,"(241, 192, 175)","(239, 134, 129)","(167, 197, 176)","(145, 157, 201)"
8002_9c,gaussian_blur_50,"(179, 140, 140)","(136, 67, 76)","(65, 92, 95)","(64, 75, 116)"
2003_6C,brightness_10,"(205, 173, 126)","(189, 32, 18)","(18, 86, 49)","(3, 24, 92)"
8002_10A,shadow_27,"(131, 121, 120)","(115, 65, 77)","(71, 92, 86)","(51, 58, 84)"
2003_6C,rotate_8,"(177, 179, 192)","(174, 43, 60)","(21, 121, 97)","(3, 47, 159)"
7001_21,gaussian_blur_23,"(212, 210, 198)","(149, 39, 34)","(23, 69, 40)","(4, 21, 75)"
8002_2B,motion_blur_40,"(171, 152, 148)","(146, 42, 43)","(24, 58, 38)","(23, 29, 53)"
8002_12C,shadow_72,"(100, 80, 69)","(50, 7, 8)","(33, 55, 43)","(31, 38, 63)"
6004_1A,hue_20,"(215, 216, 182)","(163, 22, 21)","(12, 75, 33)","(0, 23, 89)"
7003_10,hue_29,"(163, 165, 126)","(120, 61, 27)","(13, 41, 44)","(12, 7, 48)"
8002_12C,motion_blur_22,"(183, 135, 95)","(137, 29, 26)","(16, 65, 39)","(7, 24, 81)"
1008_6a,shadow_36,"(81, 67, 66)","(64, 38, 36)","(23, 33, 29)","(19, 22, 37)"
7002_10,gamma_39,"(187, 181, 157)","(156, 62, 60)","(16, 60, 34)","(1, 8, 63)"
2002_4B,motion_blur_67,"(198, 156, 144)","(131, 25, 22)","(22, 71, 43)","(3, 24, 90)"
1004_4C,hue_38,"(192, 182, 174)","(147, 70, 52)","(41, 71, 60)","(43, 37, 65)"
8002_2c,gamma_39,"(136, 120, 144)","(154, 74, 88)","(53, 85, 85)","(55, 67, 114)"
8007_3E,rotate_35,"(163, 159, 147)","(124, 23, 26)","(14, 54, 42)","(6, 20, 55)"
2011_4,clahe_33,"(177, 104, 89)","(178, 51, 60)","(37, 85, 71)","(39, 55, 99)"
2003_6C,gamma_30,"(187, 165, 152)","(136, 43, 51)","(34, 75, 58)","(10, 26, 77)"
8007_3E,brightness_19,"(199, 202, 195)","(157, 42, 35)","(24, 68, 37)","(13, 27, 74)"
8002_12C,brightness_1,"(251, 198, 153)","(236, 82, 75)","(84, 156, 96)","(60, 86, 159)"
P350_brightness,1,"(216, 217, 158)","(192, 67, 65)","(64, 109, 79)","(54, 70, 119)"
8002_9A,motion_blur_13,"(220, 206, 206)","(192, 67, 96)","(48, 111, 95)","(47, 70, 147)"
1004_4b,brightness_10,"(134, 115, 121)","(190, 125, 132)","(122, 140, 135)","(111, 116, 152)"
8002_9A,noise_16,"(222, 209, 209)","(196, 79, 106)","(54, 126, 107)","(52, 77, 163)"
1003_3C,gamma_3,"(188, 135, 158)","(181, 29, 41)","(5, 103, 51)","(29, 47, 93)"
2001_4B,gamma_48,"(185, 143, 136)","(118, 16, 17)","(10, 61, 32)","(3, 24, 85)"
1004_4b,noise_25,"(181, 163, 176)","(180, 109, 115)","(99, 138, 125)","(115, 127, 163)"
2001_5c,noise_16,"(181, 131, 127)","(170, 89, 100)","(89, 123, 119)","(106, 114, 157)"
2001_6B,hue_2,"(193, 158, 165)","(175, 65, 30)","(12, 113, 105)","(8, 0, 146)"
1008_5C,shadow_18,"(79, 59, 56)","(54, 6, 9)","(25, 51, 37)","(5, 10, 22)"
1002_4B,gaussian_blur_14,"(164, 151, 163)","(135, 49, 73)","(13, 44, 41)","(12, 17, 48)"
7003_10,shadow_27,"(104, 102, 89)","(53, 13, 11)","(40, 57, 46)","(33, 40, 59)"
2001_4B,noise_34,"(187, 157, 157)","(145, 48, 55)","(39, 85, 67)","(20, 40, 97)"
8002_12C,shadow_54,"(75, 61, 52)","(75, 42, 43)","(5, 23, 13)","(3, 11, 32)"
2003_6C,motion_blur_67,"(205, 178, 159)","(126, 22, 25)","(22, 71, 44)","(2, 23, 83)"
1008_6a,brightness_37,"(141, 110, 108)","(158, 101, 99)","(62, 89, 77)","(61, 73, 102)"
8002_12B,brightness_64,"(176, 137, 108)","(100, 0, 0)","(10, 32, 12)","(0, 0, 45)"
1008_6C,noise_25,"(183, 157, 156)","(157, 40, 61)","(38, 93, 77)","(28, 37, 101)"
2003_6B,gaussian_blur_68,"(184, 135, 103)","(134, 20, 24)","(16, 68, 40)","(1, 22, 86)"
1006_6a,hue_38,"(157, 132, 144)","(103, 81, 83)","(60, 96, 91)","(68, 77, 122)"
7001_21,clahe_6,"(198, 197, 189)","(152, 51, 42)","(58, 102, 74)","(42, 59, 112)"
